year	mo	da	temp	max	min	wdsp	prcp	rain_drizzle	snow_ice_pellets
1990	08	20	62	64.9	59	11.1	0	1	0
1990	08	26	76.9	89.1	66	8.9	0.21	1	0
1990	08	28	75.2	89.1	66.9	6.0	0	0	0
1990	08	30	71.5	86	57.9	6.1	0	0	0
1990	08	31	74.6	86	57.9	10.0	0	0	0
1990	09	01	76.4	89.1	63	3.6	0	0	0
1990	09	06	80.4	88	68	9.7	0	0	0
1990	09	15	59.5	75	48	7.5	0.2	0	0
1990	09	17	53.8	64	45	8.8	0	0	0
1990	09	30	49.8	66	36	4.8	0	0	0
1990	10	02	57.5	77	41	9.1	0	0	0
1990	10	03	62.2	79	41	15.3	0.49	1	0
1990	10	05	62.5	82	43	6.3	0	0	0
1990	10	06	61.1	82	48.9	11.2	0	0	0
1990	10	10	41	54	27	3.9	0	0	0
1990	10	11	45.6	62.1	27	4.6	0	0	0
1990	10	13	50.3	62.1	37	10.1	0.05	0	0
1990	10	15	47.2	61	33.1	8.2	0.01	0	0
1990	10	19	37.7	53.1	30	10.6	0	0	0
1990	10	22	41	57.9	28.9	8.6	0	0	0
1990	10	27	52.1	66	37	14.9	0	0	0
1990	11	02	53.7	70	43	10.2	0	0	0
1990	11	05	32	39	24.1	6.5	0	0	1
1990	11	06	31.4	37.9	24.1	3.6	0	0	0
1990	11	07	27.7	39	19	7.9	0	0	0
1990	11	08	26.5	35.1	19	10.4	0	0	1
1990	11	14	48.5	71.1	26.1	11.1	0	0	0
1990	11	19	41.5	53.1	25	2.8	0	0	0
1990	11	22	39.3	48.9	27	10.4	0	0	0
1990	11	24	37.1	57.9	27	7.5	0	0	0
1990	11	26	27.1	35.1	19	11.0	0	1	0
1990	12	05	25.2	36	6.1	9.2	0	0	0
1990	12	06	29.3	39.9	19	9.9	0	0	0
1990	12	10	37.2	51.1	26.1	7.1	0	0	0
1990	12	14	23	32	15.1	8.5	0	0	0
1990	12	21	-2.4	1	-6	8.9	0.04	0	1
1990	12	22	-11.1	0	-18	11.2	0.17	0	1
1990	12	28	21.9	28.9	1.9	11.6	0	0	1
1990	03	01	38.1	57.9	28	10.7	0	0	0
1990	03	15	38.5	45	32	11.3	0.43	1	1
1990	04	29	41.9	50	32	8.1	0.05	1	0
1990	05	09	53.4	71.1	46	8.4	0.17	1	0
1990	05	12	55.9	68	50	6.4	0.12	1	0
1990	06	05	60.2	75	53.1	10.5	0.26	1	0
1990	12	27	7.1	15.1	-2.9	11.3	0.02	0	1
1990	02	21	35.4	39.9	30.9	15.4	0	0	0
1990	03	21	45	57.9	35.1	5.9	0	0	0
1990	03	28	45	55.9	37	7.5	0	0	0
1990	05	03	56	69.1	44.1	7.3	0	0	0
1990	06	02	71.8	82.9	59	12.8	0.02	1	0
1990	07	11	66.7	82	61	6.4	0.24	1	0
1990	11	01	61.7	70	55	11.8	0	0	0
1990	11	04	31.7	44.1	26.1	8.7	0.3	0	0
1990	11	20	46.9	54	44.1	10.1	0	1	0
1990	11	30	35.3	42.1	28.9	10.9	0	0	0
1990	12	19	22.8	24.1	21.9	9.8	0.01	0	1
1990	12	20	18.4	33.1	1.9	11.3	0.2	1	1
1984	04	25	51.3	67.8	32.4	5.5	0	0	0
1984	02	10	27.3	39	13.5	6.4	0	0	0
1984	04	03	44.6	54.7	27	14.0	0	0	0
1984	04	10	50.2	55.9	42.8	12.4	0	1	0
1984	04	18	45.9	59	34.7	11.0	0	0	0
1984	04	20	49	62.1	34.9	7.5	0	0	0
1984	04	29	41.5	50.9	32.5	9.8	0	1	0
1984	05	10	56.8	69.1	40.1	9.3	0	0	0
1984	01	06	32.5	43	26.1	8.4	0	0	0
1984	01	15	2.6	17.1	-7.1	4.3	0	0	1
1984	01	18	-13.6	2.3	-25.1	8.7	0	0	0
1984	01	21	-6.3	8.1	-24.5	8.9	0	0	0
1984	02	07	2.3	16	-10.8	3.8	0	0	0
1984	02	24	33.1	41	23	8.4	0	0	1
1984	02	28	28.8	33.6	15.6	15.7	0	0	1
1984	03	18	24.4	32	16.3	8.2	0	0	1
1984	03	30	33.9	46	20.8	9.0	0	0	0
1984	04	02	41.6	54	27	5.9	0	0	0
1984	04	04	43.5	55	31.8	10.8	0	0	0
1984	04	05	44.5	57.9	29.1	10.5	0	0	0
1984	04	19	47.4	57.9	34.7	8.7	0	0	0
1984	04	23	49.5	66	38.3	12.0	0	0	0
1984	05	12	53.9	68.7	42.1	9.5	0	0	0
1984	05	27	53.3	61.5	42.3	6.3	0	0	0
1984	01	10	0.3	20.8	-11.7	9.3	0.01	0	1
1984	02	17	35.5	41.4	33.4	6.0	0.02	1	1
1984	03	13	21.3	27	3.7	9.0	0.12	0	1
1984	03	28	39.1	46	29.7	12.1	0.02	0	0
1984	03	29	31.3	45.9	25.9	13.9	0	0	0
1984	04	11	48	54.5	42.1	13.1	0.04	1	0
1984	04	26	61	78.1	36	14.9	0.16	1	0
1984	05	01	41.1	52	30.9	13.6	0.47	0	0
1984	05	02	45.3	55	32.7	5.9	0	0	0
1984	05	09	49	62.1	36.3	14.1	0	0	0
1984	05	22	62.7	78.1	54.7	11.0	0.16	1	0
1984	01	14	13.3	19.2	5.5	7.8	0	0	1
1984	01	26	19.7	31.3	18	9.8	0.08	1	1
1984	01	29	12.6	19	1.2	8.0	0.01	0	1
1984	02	21	30.5	41	22.8	5.8	0	0	0
1984	04	12	45.6	52.9	40.3	15.8	0.55	1	0
1984	04	13	46	48.7	40.3	12.9	0.2	1	0
1984	04	16	51.6	63	41	17.0	0	0	0
1984	04	28	39.8	50	32.5	23.9	0.01	0	1
1984	05	17	64.8	78.1	47.3	12.7	0.01	0	0
1984	07	05	70.6	80.1	60.1	8.5	99.99	1	0
1984	07	16	68.8	82	55.9	8.2	99.99	1	0
1984	08	04	78	84	71.1	6.3	99.99	1	0
1984	10	05	58.5	66.9	51.1	10.2	99.99	1	0
1984	10	07	59.2	61	57.9	9.1	99.99	1	0
1984	10	12	63.1	68	60.1	10.0	99.99	1	0
1984	10	15	59.6	61	48.9	17.7	99.99	1	0
1984	11	01	31.5	43	21	16.2	99.99	1	0
1984	12	02	22.8	26.1	19	12.1	99.99	0	1
1984	12	11	35.2	42.1	28	11.0	99.99	0	1
1984	12	13	16.1	25	10.9	8.2	99.99	0	1
1984	12	14	24.5	28.9	21.9	10.3	99.99	0	1
1984	12	24	2.5	10	-2	13.5	99.99	0	1
1984	06	01	74.2	84	64.9	10.9	99.99	1	0
1984	06	11	61	64.9	57	9.1	99.99	1	0
1984	06	12	69.1	81	62.1	12.4	99.99	1	0
1984	06	14	65.4	72	59	6.2	99.99	1	0
1984	06	17	70	80.1	66.9	5.9	99.99	1	0
1984	06	21	72.8	80.1	66	11.7	99.99	1	0
1984	07	08	69	75.9	63	12.1	99.99	1	0
1984	07	24	74	82	68	7.4	99.99	1	0
1984	07	31	74.3	82.9	68	12.7	99.99	1	0
1984	08	05	77.1	87.1	73	7.0	99.99	1	0
1984	08	15	78.7	87.1	71.1	9.1	99.99	1	0
1984	09	02	60.7	64	57.9	10.8	99.99	1	0
1984	09	04	59.2	68	53.1	7.6	99.99	1	0
1984	09	09	56	64	48.9	7.2	99.99	1	0
1984	09	25	43.4	48.9	39.9	15.5	99.99	1	0
1984	10	18	48.7	53.1	46.9	14.4	99.99	1	0
1984	10	19	45.7	53.1	39.9	19.6	99.99	1	0
1984	10	30	39.7	50	30	13.4	99.99	1	0
1984	11	28	27.7	30	26.1	11.9	99.99	0	1
1984	12	15	26.5	34	21.9	10.1	99.99	1	0
1984	12	29	12.9	37	3	14.2	99.99	1	1
1984	12	30	3.2	6.1	-0.9	6.8	99.99	0	1
1984	01	08	18.8	36.3	12.9	10.5	0	0	1
1984	01	22	6.9	21	-0.9	6.4	0	0	0
1984	04	22	49.7	61.2	44.1	16.1	0	0	0
1984	06	25	70.1	84	55.9	7.5	0	0	0
1984	06	27	70.4	79	63	16.4	0	0	0
1984	06	29	69.9	78.1	57.9	8.9	0	0	0
1984	06	30	70.7	80.1	60.1	8.0	0	0	0
1984	07	01	72.1	81	61	7.5	0	0	0
1984	07	18	67.1	79	55	6.0	0	0	0
1984	07	19	71.6	81	63	7.9	0	0	0
1984	08	17	76.9	82.9	72	8.3	0	0	0
1984	08	18	74.4	82	68	7.9	0	0	0
1984	08	20	70.9	80.1	61	12.4	0	0	0
1984	09	13	66.7	78.1	61	10.3	0	0	0
1984	09	19	71.7	91	57	7.4	0	0	0
1984	10	03	56.7	64	48	9.8	0	0	0
1984	10	11	63.3	66	61	11.9	0	0	0
1984	11	11	28.6	37.9	19.9	5.7	0	0	0
1984	11	12	26.3	34	19	5.5	0	0	0
1984	12	03	9.3	19	-2	11.8	0	0	0
1984	12	09	34	43	28	6.1	0	0	0
1984	03	05	25.2	30	21	13.7	0.67	0	1
1984	05	07	50.3	67.6	44.1	16.0	0.71	1	0
1984	06	19	68.2	78.1	55.9	6.7	0	0	0
1984	07	04	74.7	84	64.9	8.4	0	0	0
1984	07	09	72.7	86	66	8.4	0	0	0
1984	07	11	72.6	86	57.9	8.1	0	0	0
1984	07	30	72.7	82.9	62.1	13.0	0	0	0
1984	08	12	71.7	84	64	8.3	0	0	0
1984	08	13	75.9	86	70	11.1	0	0	0
1984	08	29	77.2	86	71.1	8.3	0	0	0
1984	08	30	66.9	77	53.1	9.2	0	0	0
1984	09	23	55.1	60.1	48	8.0	0	0	0
1984	09	27	47	55	39.9	7.2	0	0	0
1984	10	01	49.8	66.9	35.1	6.6	0	0	0
1984	10	09	60.5	64	57	9.9	0	0	0
1984	10	24	43.8	57.9	33.1	11.8	0	0	0
1984	10	28	35.7	50	30	13.2	0	0	0
1984	11	03	37.1	46	28	16.6	0	0	0
1984	11	06	34.9	53.1	24.1	4.5	0	0	0
1984	11	08	46.6	59	36	7.4	0	0	0
1984	11	10	34.7	39	30	17.2	0	0	0
1984	11	21	23.3	35.1	16	10.8	0	0	0
1984	12	08	32.2	41	24.1	6.6	0	0	0
1984	12	12	24.8	37.9	17.1	13.0	0	0	0
1984	12	20	22.3	32	12	9.5	0	0	0
1982	04	28	52.8	63.1	33.4	7.2	0	0	0
1982	08	30	66.9	75	55.8	6.7	0	0	0
1982	01	19	17	23	6.1	9.4	0	0	1
1982	01	30	14.7	30.9	6.1	9.5	0	0	1
1982	02	27	26.2	36	10.9	7.7	0	0	0
1982	03	06	17.8	25	7.5	10.8	0	0	1
1982	03	28	35.7	48	15.1	11.9	0	0	0
1982	06	24	73	86.5	56.3	10.2	0.63	1	0
1982	06	27	72.6	84.9	52.5	4.2	0	0	0
1982	07	09	75.7	87.1	54.3	8.9	0	1	0
1982	07	11	69	82.9	59.7	11.3	0	0	0
1982	07	26	73.5	88	66.9	7.1	0.04	1	0
1982	08	31	66.3	76.1	55.8	9.9	0	1	0
1982	09	22	54.1	69.1	36.3	5.5	0	0	0
1982	09	26	52.9	66	42.3	8.8	0	0	0
1982	10	01	56	64	49.8	8.9	0	1	0
1982	10	25	50.9	66.9	39	8.0	0	0	0
1982	10	27	51.6	64.8	39.6	14.1	0	1	0
1982	12	01	41.7	48.9	35.4	9.5	0.01	1	0
1982	12	05	34.9	42.1	26.4	8.5	0	1	0
1982	12	11	8.4	17.1	0.5	10.6	0	0	0
1982	12	14	32.1	35.6	21.4	6.2	0	1	1
1982	01	05	10.4	21.2	0	9.9	0	0	1
1982	01	17	-11.8	7	-23.1	8.6	0.04	0	1
1982	01	26	-7.5	9	-18	7.8	0.04	0	0
1982	02	04	-10.8	-2	-18	5.7	0.01	0	1
1982	03	23	33.5	44.1	23.7	7.4	0	0	0
1982	03	30	48.3	55	32.9	19.6	0.08	1	0
1982	04	14	50.9	64	37.9	9.9	0	1	0
1982	04	21	42	55.9	25.3	6.7	0.51	0	0
1982	05	12	58.6	70	54.3	10.5	0.2	1	0
1982	05	15	66.5	77.5	58.5	11.2	0.43	1	0
1982	05	16	66.5	79	58.5	8.5	0.35	1	0
1982	06	07	64.8	69.1	57.4	14.6	0.02	0	0
1982	06	29	66.2	90.5	57.4	10.0	0.16	1	0
1982	08	02	76.4	98.1	59.9	13.1	0.08	0	0
1982	08	14	72	82.9	61.5	5.1	0.01	0	0
1982	08	29	64.3	69.3	55	9.5	0.71	1	0
1982	09	05	70	82	52.7	9.7	0.43	1	0
1982	09	06	58.1	75.2	50.5	11.0	0.31	0	0
1982	10	04	57.8	75	45.5	8.6	0	0	0
1982	10	29	49.7	59	45	14.0	0.04	1	0
1982	11	02	44.1	56.1	33.8	4.0	0.04	1	0
1982	11	13	12.5	19	6.4	9.1	0.12	0	0
1982	11	14	18.8	23	6.4	9.4	0.08	0	1
1982	11	15	23.2	37.9	10.9	11.3	0.04	0	1
1982	12	16	21.9	32.5	9	3.3	0.08	0	1
1982	07	03	77.7	93	60.1	9.2	0	0	0
1982	11	05	29.2	31.8	26.6	12.8	0	0	1
1982	07	15	75.3	90.9	66.6	10.0	0	1	0
1982	01	12	3.4	10	-2.9	4.4	0	0	1
1982	03	25	28.7	40.6	24.1	13.2	0	0	1
1982	04	06	24.5	33.1	14.9	8.1	0	0	0
1982	04	07	27.7	34	14.9	7.5	0	0	0
1982	04	11	34.3	48	21.9	7.4	0	0	0
1982	04	23	56.7	75.9	30	14.3	0	0	0
1982	05	25	62.5	71.4	50.7	5.1	0	0	0
1982	05	26	61.6	70.9	53.2	8.5	0	1	0
1982	06	01	57.5	70	43.9	10.1	0	0	0
1982	06	05	63.7	75	46.8	9.5	0	0	0
1982	06	18	61.4	73.4	52.9	7.3	0	1	0
1982	06	30	67.3	78.1	54.5	5.2	0	0	0
1982	07	22	77.3	89.1	66.6	5.2	0	0	0
1982	07	27	74.4	84.9	63	6.5	0	0	0
1982	07	30	72.1	84.9	61.9	10.3	0	0	0
1982	08	07	77.7	90	65.3	5.6	0	0	0
1982	08	21	72.2	86	56.1	7.3	0	0	0
1982	10	19	51.8	67.8	43.9	11.6	0	1	0
1982	10	24	50.5	64	34.3	12.1	0	0	0
1982	10	26	53.1	67.5	39	10.2	0	0	0
1982	01	02	16.1	24.1	-11.9	12.0	0.04	0	1
1982	01	03	7.1	24.1	-6.2	7.3	0.2	0	1
1982	01	22	15.8	17.1	12.9	15.4	0.2	0	1
1982	03	09	9	21.4	-1.7	10.7	0.2	0	0
1982	04	15	55.7	64.9	37.9	14.2	0.08	1	0
1982	04	18	50.7	64.9	36.9	11.7	0.02	1	0
1982	05	08	55.6	69.1	40.5	3.6	0	0	0
1982	05	19	64.3	73.9	50.7	6.2	0.02	0	0
1982	05	20	61.4	74.7	50.7	11.6	0	0	0
1982	07	24	77.7	89.1	65.1	11.9	0.02	1	0
1982	08	15	74.5	84.4	63.5	6.0	0	0	0
1982	08	17	75.3	90	63.7	4.1	0.75	1	0
1982	08	24	66.6	80.4	60.8	6.7	0.87	1	0
1982	08	27	59.1	80.4	48.4	9.3	0.28	1	0
1982	09	03	63.7	73.9	49.6	8.9	0	0	0
1982	09	10	73.5	81.5	65.7	9.8	0.28	1	0
1982	09	17	57.9	66.9	48.4	7.7	0.02	1	0
1982	09	18	55.2	68	43.9	6.2	0.12	0	0
1982	09	19	57	67.6	43.9	11.0	0	0	0
1982	10	08	46.6	59	37.9	6.8	0.24	0	0
1982	10	09	55.9	59.7	37.9	15.5	0.04	1	0
1982	10	16	44.9	57.2	30.6	7.7	0.04	0	0
1982	10	21	35.2	43	28.4	5.1	0.08	0	0
1982	10	22	38.2	55.9	27	7.7	0	0	0
1982	10	28	52.1	55.6	48.9	11.3	0.02	1	0
1982	11	21	31.1	37	24.3	8.8	0.02	0	0
1982	11	22	31.3	35.1	24.3	7.6	0.12	1	1
1982	11	30	37.1	39.9	31.1	9.2	0.01	1	0
1982	12	17	25.2	33.1	9	10.7	0	0	0
1982	12	20	28.5	32	25.5	7.7	0	0	0
1982	12	27	27.6	34.3	12	6.6	0	0	1
1982	12	29	6.2	12	-2.2	8.5	0.12	0	0
1982	02	07	17.6	23	10	15.1	0	0	1
1982	06	17	68.4	82.6	64	8.8	0	1	0
1982	07	23	78	89.6	64.9	7.5	0	0	0
1982	11	06	31.8	46	21.9	8.2	0	0	1
1982	12	13	25	36	17.1	11.3	0	0	0
1982	01	18	8.3	10.9	6.1	7.9	0.02	0	1
1982	03	10	23.4	39	15.1	9.9	0	0	0
1982	03	20	32.8	37.9	30	13.8	0.47	1	1
1982	07	10	67.5	85.6	60.1	7.9	0.35	1	0
1982	12	25	34.1	38.5	24.1	13.4	2.01	1	1
1982	01	11	-0.3	6.1	-6	13.5	0	0	0
1982	02	23	29.6	48.9	23	13.7	0	0	0
1982	01	24	-10.4	16	-20.9	11.5	0.04	0	1
1982	04	02	48.5	59	44.1	15.3	0	0	0
1982	05	05	59.5	66	50	10.6	0.43	1	0
1982	08	03	86.2	97.9	80.1	14.2	0	0	0
2014	01	08	-2.7	5	-15	2.4	0	0	0
2014	01	11	28.6	32	16	6.4	0	1	1
2014	01	14	23.7	34	16	10.5	0.16	0	1
2014	01	18	13.4	23	1	7.8	0.15	0	1
2014	01	19	25.6	39	9	7.9	0.02	0	0
2014	01	28	-9.6	0	-16.1	7.2	0	0	0
2014	02	11	-0.7	12	-11.9	5.4	0	0	0
2014	02	17	22.4	28.9	19	11.0	0.02	0	1
2014	02	27	-3	19.9	-14.1	10.9	0	0	1
2014	03	07	26.9	33.1	12	8.2	0	0	0
2014	03	10	41.9	53.1	34	4.3	0	0	0
2014	03	13	31.4	50	19	5.8	0	0	0
2014	03	19	30.1	37	26.1	10.7	0.21	0	1
2014	03	25	18.9	30.9	10	12.6	0.08	0	1
2014	03	26	23.8	39.9	10	9.6	0	0	0
2014	03	30	44	60.1	21.9	10.8	0	0	0
2014	04	13	42.8	55	37.9	11.3	0.08	0	0
2014	04	16	34.1	37	18	12.9	0	1	1
2014	04	19	50.5	66.9	43	14.5	0	1	0
2014	04	20	58.3	73.9	42.1	3.2	0.21	1	0
2014	04	21	62.1	73.9	45	10.1	0.2	1	0
2014	04	24	42	45	39.2	11.1	0.38	1	0
2014	04	27	42.8	55	37	18.0	0.44	1	0
2014	05	02	48.5	59	37	8.2	0.01	0	0
2014	05	03	50.8	59	42.1	10.1	0	0	0
2014	05	07	57.8	64.9	46.9	13.9	0	0	0
2014	05	08	57.9	69.1	51.1	9.2	0.04	1	0
2014	05	10	54.3	70	41	6.9	0	0	0
2014	05	15	45.8	59	37.9	12.4	0	0	0
2014	05	31	76.9	87.1	64	8.4	0	1	0
2014	06	17	70.1	84.9	62.1	7.8	0.38	1	0
2014	06	21	76.4	84.9	66.9	4.9	0	0	0
2014	06	30	74.3	84.9	64	9.2	0.01	1	0
2014	07	08	68.7	87.1	63	11.3	0.37	1	0
2014	07	16	65.7	77	54	3.5	0	0	0
2014	07	24	72.6	84	61	5.8	0	0	0
2014	08	03	76.5	88	66.9	3.1	0	1	0
2014	08	06	73.1	82	62.1	3.8	0	0	0
2014	08	10	74.3	84	66.9	6.5	0	0	0
2014	08	13	72.9	82.9	57	5.6	0	0	0
2014	08	23	71.8	79	69.1	6.4	0	1	0
2014	09	01	70.6	84.9	62.1	9.0	0.64	1	0
2014	09	03	68.2	79	60.1	6.6	0	1	0
2014	09	08	66.2	75.9	55.9	9.4	0	1	0
2014	09	16	53.8	68	43	4.9	0.02	0	0
2014	09	17	62.4	77	43	3.9	0	0	0
2014	10	10	43.5	54	34	3.9	0	0	0
2014	10	19	50.3	69.1	39	6.8	0	0	0
2014	11	02	41.8	55.9	23	10.5	0	0	0
2014	11	03	47.4	55.9	33.1	7.8	0	1	0
2014	11	04	46.9	55	39.9	12.8	0	1	0
2014	11	06	37.8	45	32	10.6	0.04	1	0
2014	11	07	35.5	44.1	28.9	7.9	0	0	0
2014	11	27	8.2	26.1	-4	7.2	0.17	0	1
2014	11	29	26.4	37	21.9	5.7	0.01	0	0
2014	12	15	47.1	51.1	41	6.0	0.02	1	0
2014	12	19	23	30	10.9	5.6	0.02	0	1
2014	12	30	-0.8	10	-7.1	7.2	0	0	0
2014	12	31	0.2	12.9	-7.1	10.5	0	0	0
2014	01	02	-1.8	3.9	-9.9	5.1	0	0	0
2014	01	09	3.5	19.9	-11	6.3	0	0	0
2014	01	13	31.5	39.9	21.9	7.7	0	0	0
2014	01	21	-4.7	6.1	-13	7.5	0.01	0	1
2014	01	24	13.5	32	-7.1	9.1	0	0	1
2014	01	26	8.5	17.6	1	11.4	0.2	0	1
2014	02	07	1.5	12	-11	9.1	0	0	0
2014	02	10	-3	10	-11	6.1	0	0	0
2014	02	19	30.7	44.1	16	5.6	0	0	0
2014	02	21	15	36	6.1	17.6	0.89	0	1
2014	02	25	2.7	14	-7.1	8.9	0.01	0	1
2014	03	02	-6	8.1	-15	8.4	0	0	0
2014	03	06	18.4	26.1	12	9.8	0	0	0
2014	03	09	27.8	44.1	15.1	7.4	0	0	0
2014	03	20	32.1	44.1	21.9	4.2	0.06	0	0
2014	03	29	31.8	43	21.9	3.8	0	0	0
2014	04	01	32.2	57	19.4	13.5	0.01	1	1
2014	04	04	30.4	39.9	24.8	14.2	0.73	0	1
2014	04	07	50.5	62.1	37.9	6.0	0	0	0
2014	04	14	32.3	44.1	27	16.5	0	0	0
2014	05	09	53.5	69.1	48	13.2	0.59	1	0
2014	05	23	63.2	75	46.9	2.8	0	0	0
2014	05	24	68.2	80.1	50	6.3	0	0	0
2014	05	26	74.4	82	55.9	5.9	0	0	0
2014	05	27	69.9	82	66	7.2	0.02	1	0
2014	05	30	75.7	87.1	57	7.4	0	0	0
2014	06	05	70.6	81	61	8.4	0	1	0
2014	06	15	63.5	75.9	57	15.3	2.19	1	0
2014	06	16	72.6	84.9	57	9.0	0.05	1	0
2014	06	20	71.8	84.9	64.9	5.7	1.96	1	0
2014	06	23	73.6	82.9	66	3.7	0.09	0	0
2014	06	28	76.7	82.9	69.1	12.7	0	1	0
2014	06	29	72.3	84.9	64	9.9	0.51	1	0
2014	07	04	70.3	78.1	57.9	5.4	0	0	0
2014	07	05	74.2	84	60.1	10.8	0	0	0
2014	07	13	70.4	80.1	64	7.0	0.06	0	0
2014	07	14	63.2	78.1	57.9	11.3	0	1	0
2014	07	15	60.9	72	54	10.5	0.07	1	0
2014	07	23	74.2	86	61	6.9	0	0	0
2014	07	29	70	81	59	7.3	0	0	0
2014	08	14	70.1	82.9	59	7.4	0	0	0
2014	08	17	74.8	86	66.9	7.3	0.08	1	0
2014	08	19	71.7	87.1	64.9	6.7	0.01	0	0
2014	08	24	77.6	89.1	69.1	11.2	0.1	1	0
2014	08	25	75.5	89.1	66.9	6.1	0.04	1	0
2014	08	26	65.7	79	55.9	7.2	0	0	0
2014	09	19	65.1	81	48	10.1	0	0	0
2014	09	23	62.3	73.9	48	5.9	0	0	0
2014	09	25	65.4	77	57.9	6.5	0.03	0	0
2014	09	27	71.3	82.9	57.9	7.8	0	0	0
2014	10	02	57.1	60.1	50	4.8	0.69	1	0
2014	10	18	48.3	57.9	41	7.0	0	0	0
2014	10	21	47.8	64	37.9	6.5	0	0	0
2014	11	10	29.5	39	26.1	11.6	0.14	1	1
2014	11	14	16.3	24.1	8.1	7.2	0	0	0
2014	11	15	13.1	21.9	6.1	3.1	0	0	1
2014	11	18	11.5	17.1	6.1	10.9	0	0	1
2014	11	23	43.3	51.1	33.8	5.5	0	1	0
2014	11	24	27.3	39	17.1	15.1	0.03	1	1
2014	11	28	12.2	23	-4	7.8	0.09	0	1
2014	12	04	20.5	32	10.9	6.2	0	0	0
2014	12	06	25.8	32	17.1	4.5	0	0	0
2014	12	09	20.2	35.1	15.1	7.0	0	0	0
2014	12	12	33.1	35.1	27	6.5	0	0	0
2014	12	20	29.8	32	19.9	7.2	0	0	0
2014	12	22	36.8	39	30.9	10.5	0.2	1	0
2014	12	23	35	37.9	34	11.0	0.11	1	1
2014	12	24	35	36	34	9.4	0	0	0
2014	12	28	14.1	28	7	3.9	0.04	0	0
2014	10	24	54.5	68	46	6.1	0	0	0
1986	03	03	34.5	36.7	27.9	9.4	0	0	0
1986	10	01	56.5	69.8	46.9	3.4	0	0	0
1986	10	09	44.8	54.9	33.3	8.3	0	0	0
1986	01	01	12.8	21.9	6.1	4.4	0	0	1
1986	01	07	-8.2	2.7	-15	5.7	0	0	0
1986	01	08	2.8	19.9	-15	9.7	0	0	0
1986	01	14	19.1	24.1	5.9	7.0	0	0	0
1986	01	27	-9.6	-4	-18.2	7.6	0	0	1
1986	01	28	2.4	12.9	-18.2	7.5	0	0	1
1986	02	12	-3.2	7	-12.6	6.9	0	0	0
1986	03	02	32.4	36	16.2	8.7	0	0	0
1986	03	27	34.3	52	21.2	7.7	0	0	0
1986	04	08	48	61.5	39.9	17.9	0	0	0
1986	04	11	52.8	68	28.8	3.5	0	0	0
1986	04	22	41.4	55	27.3	8.2	0	0	0
1986	05	21	55	68	38.1	7.2	0	0	0
1986	05	22	58.2	70	38.3	6.9	0	0	0
1986	06	01	70	89.6	62.6	12.5	0	0	0
1986	06	05	63.7	75	53.8	11.6	0	0	0
1986	06	09	69.2	81	51.6	9.9	0	0	0
1986	06	14	65.8	80.1	49.8	4.6	0	0	0
1986	06	17	64.5	78.1	51.8	6.1	0	0	0
1986	07	03	71.6	82.9	58.6	8.4	0	0	0
1986	07	18	84.9	91.9	77.9	9.1	0	0	0
1986	08	31	71	82.9	57.4	13.1	0	0	0
1986	09	27	67.8	85.3	54.7	6.9	0	0	0
1986	10	02	55.3	69.1	46.9	7.2	0	0	0
1986	10	18	45.1	57.9	36	7.9	0	0	0
1986	10	19	49.1	66	36	6.5	0	0	0
1986	10	26	50.6	55	42.1	7.4	0	0	0
1986	10	29	46.6	52	35.2	9.3	0	0	0
1986	10	30	45.1	55.9	35.2	9.8	0	0	0
1986	11	06	43.2	57.9	29.5	7.3	0	0	0
1986	11	26	35.8	48	29.3	10.4	0	0	0
1986	11	27	35.3	46.9	24.1	9.9	0	0	0
1986	12	08	24.5	33.3	18.9	5.7	0	0	1
1986	12	12	3.3	10.9	-1.1	11.2	0	0	0
1986	12	28	28.4	32	20.3	6.7	0	0	1
1986	01	05	10.7	23.7	5	11.7	0.02	0	1
1986	01	10	31.6	42.1	27.3	10.9	0.24	0	0
1986	01	23	11.3	23	1.9	5.8	0.17	0	0
1986	01	29	8.8	15.1	-2.9	13.4	0.08	0	1
1986	02	13	2.2	12.9	-12.6	8.1	0.02	0	1
1986	02	15	3.7	16	-6.2	5.7	0	0	1
1986	02	21	7.5	20.7	-3.1	8.8	0.11	0	0
1986	02	24	11.8	23	0.5	3.5	0.02	0	1
1986	03	11	27.1	37	17.2	5.4	0.01	0	0
1986	03	12	31.9	39	17.2	9.1	0	0	0
1986	03	14	33.9	35.1	32.2	7.4	0.64	0	1
1986	04	07	53.4	61	43.2	14.5	0	0	0
1986	05	01	48.9	64	43	17.9	0.02	0	0
1986	05	30	74.4	85.3	56.7	6.3	0.01	0	0
1986	06	19	82.6	93	61	11.9	0.6	0	0
1986	06	20	81.6	93	73.4	9.9	0	0	0
1986	06	28	74.5	86.4	64	5.8	0.01	0	0
1986	07	29	75.9	84	65.8	4.8	0	0	0
1986	07	31	73.5	83.8	61	9.1	0.05	0	0
1986	08	16	77.5	90	59.5	8.1	0	0	0
1986	08	18	68.6	81.3	59	5.6	0.69	0	0
1986	09	16	51.4	57.9	44.6	10.6	0.1	0	0
1986	09	23	59.4	71.1	49.6	6.5	0	0	0
1986	09	29	60.8	68.5	46	8.1	0.01	0	0
1986	11	01	32.4	55.4	26.2	12.4	0.04	0	0
1986	11	02	29.8	44.1	19.8	6.8	0	0	0
1986	11	12	11.7	18	-1.5	15.2	0	0	1
1986	12	10	7.1	25.3	2.8	13.4	0	0	0
1986	12	23	28	35.2	23.4	6.9	0.04	0	1
