model	year	odometer	crumb_area	price	model1_est	model5_est	model3_est	model4_est	model2_est
legacy-outback	2002	167000	minneapolis	1000	3536.7981623720066	2417.3728222996515	2609.522580842957	3175.4347826086955	2550
forester-xt	2010	146600	minneapolis	8400	11270.11845203052	7276.251040221914	9602.221987771463	9804.4	9900
legacy	2006	84000	atlanta	4000	5875.574099045787	7276.251040221914	5662.07310396351	6418.04289544236	5000
wrx	2011	46000	atlanta	20000	14776.197723049576	18539.40404040404	17528.129602274	12931.025862068966	15750
outback	2004	251356	atlanta	2300	4407.782156896998	4789.687074829932	1870.5803262662084	7574.452145214522	3999.5
outback	1999	147500	minneapolis	2800	596.0805388367281	2504.294736842105	2333.592363631691	7574.452145214522	2150
forester	2008	111715	minneapolis	6995	7647.297592491441	7276.251040221914	7461.993677431718	6524.113964686999	6700
forester	2004	110100	minneapolis	3700	4141.021355263927	7276.251040221914	5009.5247725742465	6524.113964686999	3200
forester	2009	143500	minneapolis	7900	8413.26334157508	7276.251040221914	7001.306559207567	6524.113964686999	6900
forester-xt	2004	158800	missoula	6000	7989.293283994866	4789.687074829932	11702.553015732909	9804.4	5900
forester	2005	220000	atlanta	3450	4368.581334307175	4789.687074829932	2597.7200006828707	6524.113964686999	3700
forester	2001	162000	minneapolis	1700	1333.2945755214355	2417.3728222996515	2407.103693265083	6524.113964686999	2350
forester	2008	109400	minneapolis	6900	7656.682961118886	7276.251040221914	7554.7031916993965	6524.113964686999	6700
wrx	2011	70000	minneapolis	17500	14928.48402666194	18539.40404040404	16698.201918966697	12931.025862068966	15750
outback	2006	157100	minneapolis	4800	6715.217654226664	4789.687074829932	4555.623505179206	7574.452145214522	4997.5
outback	2008	69196	missoula	11250	10863.303061689305	7276.251040221914	10869.206629767676	7574.452145214522	6325
forester	2007	160025	minneapolis	3750	6607.99828736673	4789.687074829932	5203.977520459784	6524.113964686999	5998
outback	2009	112400	missoula	6000	11524.124424673893	7276.251040221914	9431.238013165377	7574.452145214522	8000
outback	2010	135000	missoula	14999	12320.202383178486	7276.251040221914	9431.796680161871	7574.452145214522	8900
impreza	2013	112000	minneapolis	8250	11075.71288388754	11650.57939914163	8922.077112782723	6655.659942363112	10299
forester-xt	2010	146400	minneapolis	8400	11270.730466156614	7276.251040221914	9607.328343177582	9804.4	9900
outback	2005	168000	atlanta	3150	5466.640670552675	4789.687074829932	3862.3956686415813	7574.452145214522	4400
impreza	2007	117000	minneapolis	2000	5786.932682015031	7276.251040221914	4994.387455249978	6655.659942363112	5250
forester	2006	220000	minneapolis	3300	5587.083680679829	4789.687074829932	3259.626578757013	6524.113964686999	4000
impreza	2007	120000	minneapolis	5500	5775.58453175551	7276.251040221914	4931.98877173437	6655.659942363112	5250
impreza	2015	47763	atlanta	15500	12873.598471314137	11567.134146341463	12296.327027024296	6655.659942363112	12000
impreza	2012	88300	atlanta	9250	9963.763215378698	11650.57939914163	8813.032571684638	6655.659942363112	9500
wrx	2013	70000	minneapolis	16000	16684.885492029018	18539.40404040404	18651.475768105454	12931.025862068966	18950
sti-wrx	2007	151000	minneapolis	12500	16881.723255574077	4789.687074829932	14319.170237464506	19286.675213675215	14000
wrx	2003	146000	minneapolis	6500	7573.435829612006	7276.251040221914	6293.46842560347	12931.025862068966	5900
outback	2008	149000	atlanta	5500	8155.0495222629415	4789.687074829932	6274.5628600492055	7574.452145214522	6325
outback	2003	214000	minneapolis	1300	3942.030066655525	2417.3728222996515	1956.7422929249442	7574.452145214522	3050
wrx	2002	160000	minneapolis	6500	6654.184346480097	2417.3728222996515	5370.0461041382205	12931.025862068966	5500
forester-xt	2010	146400	minneapolis	8200	11270.730466156614	7276.251040221914	9607.328343177582	9804.4	9900
forester	2002	207951	atlanta	1800	1759.2351078005217	2417.3728222996515	1957.1674287066962	6524.113964686999	2700
impreza	2009	92700	atlanta	6972	7307.3701150150555	7276.251040221914	6750.675261599381	6655.659942363112	5950
forester-xt	2009	83769	atlanta	12999	10302.446964996054	7276.251040221914	11850.568432872557	9804.4	9900
sti-wrx	2011	84000	minneapolis	18000	20657.38044543377	11650.57939914163	19958.868287374306	19286.675213675215	20435
legacy	2008	120600	atlanta	6999	7469.893413367274	7276.251040221914	5347.106359848049	6418.04289544236	5800
forester	2004	147000	atlanta	3900	3671.155189535459	7276.251040221914	3764.6874737942935	6524.113964686999	3200
forester	2001	152237	atlanta	2580	1020.8596022290772	2417.3728222996515	2741.164466913585	6524.113964686999	2350
forester	2001	210000	minneapolis	1000	1216.9394830710485	2417.3728222996515	1611.686332328185	6524.113964686999	2350
forester-xt	2010	146400	minneapolis	8200	11270.730466156614	7276.251040221914	9607.328343177582	9804.4	9900
wrx	2015	65000	minneapolis	22000	18474.483035092715	18539.40404040404	20702.25131379895	12931.025862068966	21000
legacy	1995	164000	missoula	2700	-1719.9956194449524	2417.3728222996515	1535.2738776494662	6418.04289544236	1100
outback	1999	147500	minneapolis	2400	596.0805388367281	2504.294736842105	2333.592363631691	7574.452145214522	2150
outback	2001	283000	minneapolis	1000	2060.3072969325403	2417.3728222996515	716.4835984992969	7574.452145214522	2450
impreza-wrx	2005	178036	minneapolis	7000	7568.995286487298	4789.687074829932	6227.702902964627	9121.141592920354	6900
legacy	2005	71000	minneapolis	7500	5413.004602052193	7276.251040221914	5876.824848622273	6418.04289544236	4000
impreza-wrx	2008	140000	minneapolis	13000	10311.348609482122	7276.251040221914	10249.632736980984	9121.141592920354	8999
outback	2011	162000	minneapolis	7000	11092.451550166126	11650.57939914163	8512.575430342094	7574.452145214522	9900
forester	2009	144500	minneapolis	7900	8410.150169575032	7276.251040221914	6968.390556095072	6524.113964686999	6900
forester-xt	2005	165632	minneapolis	4900	6824.39274391879	4789.687074829932	5456.090658553083	9804.4	5500
legacy	2005	168000	minneapolis	5000	5026.991587881645	4789.687074829932	3284.0436582800303	6418.04289544236	4000
forester-xt	2004	207	minneapolis	4000	8768.499560361188	7276.251040221914	9150.96112130751	9804.4	5900
impreza-wrx	2005	178036	minneapolis	7000	7568.995286487298	4789.687074829932	6227.702902964627	9121.141592920354	6900
impreza	2006	161000	minneapolis	3900	4765.627881500712	4789.687074829932	3777.5719419097277	6655.659942363112	4750
forester-xt	2009	83769	atlanta	12999	10302.446964996054	7276.251040221914	11850.568432872557	9804.4	9900
outback	2017	34932	atlanta	29999	16708.597403219545	18539.40404040404	23295.9922064435	7574.452145214522	24900
outback	2002	190000	missoula	2300	5141.381772183482	2417.3728222996515	2965.0647918578097	7574.452145214522	2500
outback	2002	285000	missoula	1900	4959.566244753438	2417.3728222996515	1685.072383137439	7574.452145214522	2500
outback	2015	68900	missoula	19750	17012.62853036944	18539.40404040404	18900.917795464367	7574.452145214522	17750
impreza	1998	175000	minneapolis	800	-2297.36121606642	2417.3728222996515	2394.3952971322406	6655.659942363112	2500
legacy	2007	186729	minneapolis	4200	6736.004654145541	4789.687074829932	3905.468830129623	6418.04289544236	5000
outback	1997	239000	minneapolis	1100	-1376.7178148764087	2417.3728222996515	1202.5017333400956	7574.452145214522	1200
forester	2009	143400	minneapolis	7900	8413.57585031976	7276.251040221914	7004.609428089916	6524.113964686999	6900
legacy-outback	1999	202000	missoula	1999	2841.100737797912	2417.3728222996515	2534.194094005781	3175.4347826086955	1450
forester	2010	119000	atlanta	7500	9035.08242192587	7276.251040221914	8252.311718695468	6524.113964686999	7100
outback	2004	207000	minneapolis	1800	4835.143112495631	4789.687074829932	2413.9821665747895	7574.452145214522	3999.5
forester-xt	2010	146400	minneapolis	8200	11270.730466156614	7276.251040221914	9607.328343177582	9804.4	9900
forester	2005	180000	minneapolis	1500	4798.85979227327	4789.687074829932	3607.2285654702273	6524.113964686999	3700
impreza	2013	97100	atlanta	9995	10799.39177605644	11650.57939914163	9237.406188929424	6655.659942363112	10299
legacy	2003	125000	minneapolis	2799	3403.128885796807	7276.251040221914	3338.3923013202957	6418.04289544236	2500
impreza	2014	26100	minneapolis	12400	12606.022031428522	11567.134146341463	12653.034796683294	6655.659942363112	11250
legacy	1998	252900	minneapolis	1000	-1303.8174494532245	2417.3728222996515	838.9879951389166	6418.04289544236	1500
forester-xt	2010	146400	minneapolis	8200	11270.730466156614	7276.251040221914	9607.328343177582	9804.4	9900
forester-xt	2009	83769	atlanta	12999	10302.446964996054	7276.251040221914	11850.568432872557	9804.4	9900
wrx	2004	204000	minneapolis	6500	8301.659069428146	4789.687074829932	5723.8517763594755	12931.025862068966	6000
legacy	2005	196000	minneapolis	3600	4957.876749817731	4789.687074829932	2822.7468258193176	6418.04289544236	4000
outback	2005	134116	minneapolis	6400	5907.927416053717	7276.251040221914	4636.99671159555	7574.452145214522	4400
outback	2001	183000	minneapolis	1795	2255.7954440264184	2417.3728222996515	2006.433414820097	7574.452145214522	2450
legacy	2008	165000	minneapolis	6500	7669.672148612379	4789.687074829932	4890.16344076395	6418.04289544236	5800
legacy	2002	167000	atlanta	1500	2054.764432560322	2417.3728222996515	2395.112122503402	6418.04289544236	2200
outback	2003	199151	missoula	2000	5998.491241363397	2417.3728222996515	3060.5690184785035	7574.452145214522	3050
brz	2017	26000	minneapolis	16200	19166.255631198837	18539.40404040404	19446.040868126463	16082.274725274725	18150
legacy-outback	1998	139500	minneapolis	7990	104.65968635355091	2504.294736842105	1554.2138451435576	3175.4347826086955	1500
sti-wrx	2009	46238	atlanta	51000	18828.066544206595	13797.777777777777	20679.907433449684	19286.675213675215	16750
legacy-outback	2002	104759	missoula	4800	5770.0541704047255	7276.251040221914	4051.3883926806802	3175.4347826086955	2550
outback	2001	169000	missoula	1500	4315.694888328521	2417.3728222996515	3134.6218279050054	7574.452145214522	2450
forester	2005	110400	minneapolis	5900	5018.002496027715	7276.251040221914	5569.516532167738	6524.113964686999	3700
impreza	2015	43000	minneapolis	10595	13260.922890910668	11567.134146341463	12624.64613267955	6655.659942363112	12000
forester-xt	2010	146400	minneapolis	7900	11270.730466156614	7276.251040221914	9607.328343177582	9804.4	9900
legacy	2014	72358	minneapolis	14750	13308.323678863224	18539.40404040404	12505.050840262858	6418.04289544236	14500
legacy	1995	189000	minneapolis	1800	-3807.8242959397903	2417.3728222996515	1283.1064080247825	6418.04289544236	1100
forester	2009	170100	minneapolis	6900	8337.026041309078	4789.687074829932	6189.505595852002	6524.113964686999	6900
brz	2013	34000	atlanta	17400	15193.210781861384	18539.40404040404	16558.59124171591	16082.274725274725	15950
impreza	2009	107200	atlanta	5900	7242.240552952066	7276.251040221914	6359.770693442966	6655.659942363112	5950
forester	2011	126000	minneapolis	6000	10227.964070858721	11650.57939914163	9048.582445084654	6524.113964686999	7900
legacy	2011	100563	atlanta	7590	10185.931031307156	11650.57939914163	7747.514076091859	6418.04289544236	7500
brz	2017	7400	atlanta	16999	19385.380541909715	18539.40404040404	19437.155324268133	16082.274725274725	18150
sti-wrx	2016	34000	minneapolis	29000	25453.34512159523	27667.102040816328	27611.206728635836	19286.675213675215	29874.5
forester	2002	176000	minneapolis	2000	2174.3333975563423	2417.3728222996515	2458.1280686393557	6524.113964686999	2700
forester	2009	130000	missoula	7800	10481.769779847167	7276.251040221914	7542.565440501051	6524.113964686999	6900
forester	2000	200000	minneapolis	500	360.61564878147544	2417.3728222996515	1541.782716975974	6524.113964686999	1947.5
forester	2007	140000	minneapolis	4250	6667.93132747532	7276.251040221914	5798.2162587872735	6524.113964686999	5998
forester	2009	170120	minneapolis	6900	8336.973329213977	4789.687074829932	6188.940986721953	6524.113964686999	6900
forester-xt	2009	83769	atlanta	12999	10302.446964996054	7276.251040221914	11850.568432872557	9804.4	9900
forester	2002	178	minneapolis	2400	5068.376062979771	7276.251040221914	1653.5141167129568	6524.113964686999	2700
outback	2011	214000	minneapolis	7700	10967.635928123847	11650.57939914163	7021.279734499363	7574.452145214522	9900
forester	2004	200000	minneapolis	800	3873.418579515636	4789.687074829932	2742.5830132010597	6524.113964686999	3200
outback	2006	174000	minneapolis	4800	6669.410032777767	4789.687074829932	4106.207493352609	7574.452145214522	4997.5
sti-wrx	2016	8200	minneapolis	29999	26087.244584999295	27667.102040816328	30482.303494547385	19286.675213675215	29874.5
forester	1999	296600	atlanta	1000	-1034.594635787625	2417.3728222996515	872.4222657648843	6524.113964686999	1750
outback	2004	145000	atlanta	3995	4654.446018598921	7276.251040221914	4058.0323168859195	7574.452145214522	3999.5
forester	2008	128000	minneapolis	5995	7586.302619592947	7276.251040221914	6851.320491791508	6524.113964686999	6700
impreza-wrx	2003	195000	minneapolis	4900	5771.786375484111	2417.3728222996515	4311.705882216102	9121.141592920354	5500
forester-xt	2002	4195	missoula	27302	7852.729942324411	7276.251040221914	20951.52072071335	9804.4	6200
forester	2009	144500	minneapolis	7900	8410.150169575032	7276.251040221914	6968.390556095072	6524.113964686999	6900
forester-xt	2010	146400	minneapolis	7900	11270.730466156614	7276.251040221914	9607.328343177582	9804.4	9900
outback	2003	208000	atlanta	2800	3614.479845350963	2417.3728222996515	2349.319307361574	7574.452145214522	3050
forester	2004	143000	atlanta	3500	3683.5227897548234	7276.251040221914	3868.599556159801	6524.113964686999	3200
wrx	2004	83200	atlanta	9500	8363.381146137706	7276.251040221914	8708.9757600112	12931.025862068966	6000
legacy	2001	247000	minneapolis	300	1341.3702310508183	2417.3728222996515	1135.274763467849	6418.04289544236	2000
wrx	2013	62000	atlanta	18500	16398.944554685968	18539.40404040404	18327.316857178535	12931.025862068966	18950
forester	2001	152237	atlanta	2580	1020.8596022290772	2417.3728222996515	2741.164466913585	6524.113964686999	2350
sti-wrx	2011	104000	minneapolis	21000	20561.67235427366	11650.57939914163	18902.325602559577	19286.675213675215	20435
outback	2002	40000	minneapolis	10800	3815.2748554828595	7276.251040221914	7150.561440450604	7574.452145214522	2500
outback	2001	238000	minneapolis	800	2137.9652790661057	2417.3728222996515	1213.1595402513885	7574.452145214522	2450
forester	2001	152237	atlanta	2580	1020.8596022290772	2417.3728222996515	2741.164466913585	6524.113964686999	2350
impreza	2008	141000	minneapolis	4950	6581.494995056724	7276.251040221914	5027.298992297484	6655.659942363112	5500
legacy	2008	106503	minneapolis	7000	7865.910345928776	7276.251040221914	6411.073312728677	6418.04289544236	5800
impreza	2015	43300	minneapolis	10395	13257.811158539276	11567.134146341463	12612.01363309781	6655.659942363112	12000
impreza	2008	137700	missoula	6200	8616.327802582508	7276.251040221914	6157.826206239814	6655.659942363112	5500
forester	2015	19770	missoula	21500	16593.94680452566	18539.40404040404	17960.445122329147	6524.113964686999	16100
wrx	2009	136000	minneapolis	8500	12874.447043439684	7276.251040221914	11625.171640973556	12931.025862068966	14100
legacy	2002	133000	minneapolis	2100	2497.120257195919	7276.251040221914	2834.4260385038824	6418.04289544236	2200
wrx	2008	74145	atlanta	10999	11927.808841982021	7276.251040221914	12751.101463988447	12931.025862068966	10750
forester	2001	161400	minneapolis	1000	1334.9581359624503	2417.3728222996515	2418.5292115057264	6524.113964686999	2350
legacy-outback	2004	167000	atlanta	2500	4952.898014049975	4789.687074829932	4208.286142475371	3175.4347826086955	4500
outback	2005	207390	minneapolis	3500	5712.499847481704	4789.687074829932	2830.5516266468367	7574.452145214522	4400
impreza-wrx	2006	132700	minneapolis	8999	8578.953060663607	7276.251040221914	8343.769363438108	9121.141592920354	7000
forester	2002	156000	minneapolis	2300	2228.4152125554524	2417.3728222996515	2860.572840049822	6524.113964686999	2700
impreza	2003	130000	minneapolis	3499	2226.9026730920846	7276.251040221914	3362.581818870751	6655.659942363112	3000
impreza	2012	58000	atlanta	11800	10152.04610194418	11567.134146341463	9869.117750958165	6655.659942363112	9500
legacy	2008	180000	minneapolis	5985	7630.660941773036	4789.687074829932	4588.352246587854	6418.04289544236	5800
impreza-wrx	2013	66830	minneapolis	21000	15033.741843058959	18539.40404040404	18766.560403402917	9121.141592920354	18250
outback	2011	117000	missoula	9900	13262.547971212321	11650.57939914163	11269.60790703812	7574.452145214522	9900
sti-wrx	2004	143000	minneapolis	14500	14271.524424174251	13797.777777777777	12982.627176007501	19286.675213675215	12250
legacy	2012	187000	minneapolis	6700	11126.358074739182	11650.57939914163	7211.787435515805	6418.04289544236	7500
forester	1999	184303	minneapolis	1995	-480.9367938675765	2417.3728222996515	1582.9623439789675	6524.113964686999	1750
outback	2007	131200	minneapolis	3589	7674.182815067705	7276.251040221914	6057.483749325424	7574.452145214522	5495
impreza	2008	192000	minneapolis	3000	6443.078777067851	4789.687074829932	4237.713877953041	6655.659942363112	5500
forester	2008	174766	atlanta	4350	7106.390801422958	4789.687074829932	5090.983056112385	6524.113964686999	6700
outback	2006	162000	minneapolis	6100	6701.447886748425	4789.687074829932	4420.281784933105	7574.452145214522	4997.5
impreza	2008	62622	minneapolis	7999	6945.205499310709	7276.251040221914	6988.5943200758165	6655.659942363112	5500
forester	2002	218000	minneapolis	750	2078.375769570454	2417.3728222996515	1748.074545730633	6524.113964686999	2700
impreza	2010	68202	atlanta	5800	8323.072079404748	7276.251040221914	8159.664461158856	6655.659942363112	6700
impreza-wrx	2004	171460	atlanta	6000	6367.366926307086	4789.687074829932	6114.218393329227	9121.141592920354	6500
outback	2002	40000	minneapolis	12800	3815.2748554828595	7276.251040221914	7150.561440450604	7574.452145214522	2500
impreza	2005	210000	minneapolis	3500	3768.296018517843	4789.687074829932	2799.7593199965177	6655.659942363112	4500
forester	2009	170100	minneapolis	6700	8337.026041309078	4789.687074829932	6189.505595852002	6524.113964686999	6900
outback	2005	143211	atlanta	4450	5538.212190444312	7276.251040221914	4563.377407832373	7574.452145214522	4400
forester-xt	2009	83769	atlanta	11999	10302.446964996054	7276.251040221914	11850.568432872557	9804.4	9900
legacy	1996	156883	missoula	3000	-821.9043664818973	2417.3728222996515	1670.5750556334979	6418.04289544236	1375
outback	2003	75000	missoula	2600	6436.216481050138	7276.251040221914	6630.78795251568	7574.452145214522	3050
impreza	2011	63550	minneapolis	6999	9573.218989170238	11567.134146341463	8860.35127012767	6655.659942363112	7500
legacy	1995	164000	missoula	2700	-1719.9956194449524	2417.3728222996515	1535.2738776494662	6418.04289544236	1100
outback	2001	230000	missoula	1500	4177.513502172412	2417.3728222996515	2212.8044949013765	7574.452145214522	2450
forester	2009	170200	minneapolis	6700	8336.762542749462	4789.687074829932	6186.683179540603	6524.113964686999	6900
sti-wrx	2007	128000	atlanta	16500	16615.50029395061	13797.777777777777	14435.834541849907	19286.675213675215	14000
outback	2008	131486	minneapolis	8495	8551.407448239786	7276.251040221914	6834.874439748998	7574.452145214522	6325
forester	2009	162503	minneapolis	6500	8357.510556749801	4789.687074829932	6408.638203357577	6524.113964686999	6900
outback	2003	163000	minneapolis	1500	4064.086723760325	2417.3728222996515	2936.443250835395	7574.452145214522	3050
forester	2001	152237	atlanta	2580	1020.8596022290772	2417.3728222996515	2741.164466913585	6524.113964686999	2350
forester	2011	59000	missoula	13900	12592.154110466427	18539.40404040404	11909.205126948505	6524.113964686999	7900
outback	2001	230000	missoula	1500	4177.513502172412	2417.3728222996515	2212.8044949013765	7574.452145214522	2450
impreza	1999	158000	atlanta	1600	-1713.6461637124598	2417.3728222996515	2167.731617903998	6655.659942363112	2300
legacy	2005	160000	atlanta	4100	4708.564205241104	4789.687074829932	3193.7444677844614	6418.04289544236	4000
forester	2003	240000	minneapolis	4200	2913.464617321874	2417.3728222996515	1713.178648536823	6524.113964686999	2900
forester	2014	38000	minneapolis	10490	13399.485618029625	18539.40404040404	16046.853427831535	6524.113964686999	15900
outback	2003	150000	minneapolis	3650	4101.3487562558785	2417.3728222996515	3241.0331270306187	7574.452145214522	3050
impreza	2012	106000	atlanta	9600	9881.888048247773	11650.57939914163	8312.75352718851	6655.659942363112	9500
outback	2011	112000	missoula	10300	13282.123776983588	11650.57939914163	11514.73241187297	7574.452145214522	9900
outback	2008	69196	missoula	10500	10863.303061689305	7276.251040221914	10869.206629767676	7574.452145214522	6325
outback	2017	30000	minneapolis	29200	17116.969080075072	18539.40404040404	22875.38359205229	7574.452145214522	24900
forester-xt	2004	67400	atlanta	12500	6008.848493278294	7276.251040221914	9214.322697815385	9804.4	5900
legacy	2000	133	minneapolis	2500	3588.389640188922	2504.294736842105	1757.4042787889894	6418.04289544236	1950
legacy-outback	1999	290000	minneapolis	650	654.729818961698	2417.3728222996515	1113.4384272822417	3175.4347826086955	1450
outback	2003	195000	minneapolis	1800	3983.719473970139	2417.3728222996515	2287.398527828889	7574.452145214522	3050
outback	2017	1700	minneapolis	31000	18380.57567702031	18539.40404040404	21447.756995140495	7574.452145214522	24900
forester	2013	80000	minneapolis	12500	12187.942794144617	11650.57939914163	12622.40398175449	6524.113964686999	13900
outback	2000	234000	minneapolis	1700	1267.3650040804114	2417.3728222996515	1176.3900957572941	7574.452145214522	2350
forester	2009	170200	minneapolis	6700	8336.762542749462	4789.687074829932	6186.683179540603	6524.113964686999	6900
impreza	2006	180000	missoula	2000	6739.830445035921	4789.687074829932	4449.175193463701	6655.659942363112	4750
outback	2011	129800	minneapolis	10400	11191.794741308335	11650.57939914163	9700.01042836867	7574.452145214522	9900
forester	2009	170200	minneapolis	6700	8336.762542749462	4789.687074829932	6186.683179540603	6524.113964686999	6900
forester	2002	190000	minneapolis	1000	2140.015809007719	2417.3728222996515	2203.1975476805637	6524.113964686999	2700
forester	2009	170200	minneapolis	6700	8336.762542749462	4789.687074829932	6186.683179540603	6524.113964686999	6900
brz	2013	60000	atlanta	10700	14938.980011837077	18539.40404040404	14565.91716854722	16082.274725274725	15950
sti-wrx	2011	35800	atlanta	21000	20698.963577029972	27667.102040816328	23958.145329001498	19286.675213675215	20435
wrx	2015	49000	minneapolis	21000	18601.019397597513	18539.40404040404	21885.483804747964	12931.025862068966	21000
forester	2009	183400	minneapolis	5900	8303.272701956326	4789.687074829932	5827.3806605552645	6524.113964686999	6900
outback	2003	150000	minneapolis	3650	4101.3487562558785	2417.3728222996515	3241.0331270306187	7574.452145214522	3050
outback	2009	108000	minneapolis	8800	9517.805928604697	7276.251040221914	8682.74647142765	7574.452145214522	8000
outback	2001	183000	minneapolis	1795	2255.7954440264184	2417.3728222996515	2006.433414820097	7574.452145214522	2450
outback	2008	108485	atlanta	7499	8297.295372974453	7276.251040221914	7933.074131102405	7574.452145214522	6325
forester	2010	69210	minneapolis	12975	9618.247940271123	7276.251040221914	10993.714243005086	6524.113964686999	7100
forester	2009	183800	minneapolis	5500	8302.295877869017	4789.687074829932	5816.886539285114	6524.113964686999	6900
brz	2013	52000	minneapolis	15000	15343.362742186448	18539.40404040404	14624.446969342	16082.274725274725	15950
outback	2006	201078	minneapolis	2950	6604.559399885427	4789.687074829932	3475.7285031426463	7574.452145214522	4997.5
impreza	2006	158000	minneapolis	2750	4774.060578761435	4789.687074829932	3823.2212736073343	6655.659942363112	4750
wrx	2003	118000	atlanta	5000	7328.579507649667	7276.251040221914	6864.209878363232	12931.025862068966	5900
impreza	1995	162000	missoula	1900	-2873.1399005006983	2417.3728222996515	2439.681188852822	6655.659942363112	2200
sti-wrx	2011	86000	minneapolis	17000	20646.836921699567	11650.57939914163	19844.19170791279	19286.675213675215	20435
forester	2002	190	minneapolis	2500	5049.418046935885	7276.251040221914	1719.4920791366985	6524.113964686999	2700
impreza-wrx	2006	120000	minneapolis	6000	8624.046743682597	7276.251040221914	8746.504347134929	9121.141592920354	7000
forester	2009	170200	minneapolis	6700	8336.762542749462	4789.687074829932	6186.683179540603	6524.113964686999	6900
legacy	2009	160000	minneapolis	5250	8561.668749664379	4789.687074829932	5630.273428394183	6418.04289544236	6000
forester	2003	278000	atlanta	1400	2507.251409485462	2417.3728222996515	1189.4776028570832	6524.113964686999	2900
outback	2001	120000	atlanta	2500	2104.6745650618104	2504.294736842105	3833.6432480245285	7574.452145214522	2450
impreza-wrx	2007	135039	minneapolis	5900	9449.3212885195	7276.251040221914	9311.952468292346	9121.141592920354	8700
forester	2007	123500	minneapolis	5900	6724.144345475879	7276.251040221914	6348.483678163691	6524.113964686999	5998
sti-wrx	2008	105000	minneapolis	21500	17922.78134454328	13797.777777777777	16611.26652067811	19286.675213675215	16750
outback	2007	212000	minneapolis	3000	7459.043317218691	4789.687074829932	3843.2482916005865	7574.452145214522	5495
forester	2001	135625	minneapolis	2950	1412.9592679202729	2504.294736842105	2953.4375641329243	6524.113964686999	2350
outback	2011	119486	minneapolis	10900	11228.907556084716	11650.57939914163	10139.961191318374	7574.452145214522	9900
forester	2013	121700	minneapolis	9500	11999.92988089788	11650.57939914163	10672.721450647623	6524.113964686999	13900
forester	2009	184050	minneapolis	5500	8301.686441170414	4789.687074829932	5810.3389894094	6524.113964686999	6900
impreza-wrx	2009	127000	minneapolis	11000	11233.235642829573	7276.251040221914	11786.210648132786	9121.141592920354	11499
forester	2009	205000	atlanta	5500	7913.048836154527	4789.687074829932	4973.03200391362	6524.113964686999	6900
impreza	2003	228000	minneapolis	2500	1975.0188826153385	2417.3728222996515	2146.024373316228	6655.659942363112	3000
forester	2000	227000	minneapolis	2500	303.8341123939157	2417.3728222996515	1191.4244760408164	6524.113964686999	1947.5
impreza-wrx	2009	118000	atlanta	8500	10925.880776024524	7276.251040221914	10756.387142535914	9121.141592920354	11499
forester	2009	59000	atlanta	9995	8471.234716043758	7276.251040221914	10507.578315416631	6524.113964686999	6900
legacy	2012	71000	minneapolis	8500	11560.409730836975	18539.40404040404	10872.324121051028	6418.04289544236	7500
outback	2011	108000	minneapolis	8800	11274.207393971777	11650.57939914163	10672.330663273464	7574.452145214522	9900
legacy-outback	2001	219001	minneapolis	700	2537.0518745927407	2417.3728222996515	1906.1117786431796	3175.4347826086955	1800
legacy	2007	158000	minneapolis	7000	6810.906658181484	4789.687074829932	4460.948374122096	6418.04289544236	5000
outback	2004	170283	atlanta	2500	4582.388327127528	4789.687074829932	3400.9385170146443	7574.452145214522	3999.5
outback	2014	47000	minneapolis	17750	14281.504391788343	18539.40404040404	18067.69945943572	7574.452145214522	16500
forester	2002	217083	minneapolis	750	2080.2659080402505	2417.3728222996515	1761.9548248146157	6524.113964686999	2700
forester	2013	156690	minneapolis	8900	11886.644692776112	11650.57939914163	9412.259351882196	6524.113964686999	13900
legacy	2007	118900	atlanta	4900	6598.055997089388	7276.251040221914	4932.065785474031	6418.04289544236	5000
brz	2016	22000	atlanta	22000	18022.382397183042	18539.40404040404	18823.310515926758	16082.274725274725	17200
wrx	2015	13500	minneapolis	27000	19176.935320004166	18539.40404040404	25344.114391328876	12931.025862068966	21000
forester	2001	173500	atlanta	4500	962.2453195213461	2417.3728222996515	2346.715964828595	6524.113964686999	2350
forester-xt	2006	170000	minneapolis	13500	7690.923220285153	4789.687074829932	5944.675036402701	9804.4	5500
sti-wrx	2013	58000	minneapolis	26500	22579.694864334513	27667.102040816328	23308.116134214506	19286.675213675215	24999.5
impreza	2002	90000	minneapolis	6250	1513.512362253557	7276.251040221914	3942.0349139393165	6655.659942363112	3000
impreza	2009	58000	minneapolis	6800	7857.745517582673	7276.251040221914	7744.067715225598	6655.659942363112	5950
impreza	1999	158500	atlanta	1300	-1715.0626672096846	2417.3728222996515	2161.91250412502	6655.659942363112	2300
forester	2009	86220	minneapolis	8900	8641.590632954847	7276.251040221914	9316.762529088135	6524.113964686999	6900
forester	2009	186000	minneapolis	6700	8296.961037557196	4789.687074829932	5759.563486673057	6524.113964686999	6900
sti-wrx	2006	122000	minneapolis	4500	16099.121189790318	13797.777777777777	14645.010410673844	19286.675213675215	13500
outback	2013	102000	minneapolis	13500	13056.22607239305	11650.57939914163	13146.018619528004	7574.452145214522	12900
impreza-wrx	2002	155624	missoula	3500	7018.9299442269	2417.3728222996515	6990.624596354394	9121.141592920354	5300
legacy-outback	1997	182000	missoula	3300	1131.4470250150853	2417.3728222996515	2344.485736222975	3175.4347826086955	1500
